id	offset_octets	longueur_octets	type	resume
Errors.legacy_node.js_error_codes.`err_v8breakiterator`	2493489	392	module	The V8 BreakIterator API was used but the full ICU data set is not installed.
Errors.legacy_node.js_error_codes.`err_value_out_of_range`	2493881	353	module	Used when a given value is out of the accepted range.
Errors.legacy_node.js_error_codes.`err_vm_module_linking_errored`	2494234	402	module	The linker function returned a module for which linking has failed.
Errors.legacy_node.js_error_codes.`err_vm_module_not_linked`	2494636	373	module	The module must be successfully linked before instantiation.
Errors.legacy_node.js_error_codes.`err_worker_unsupported_extension`	2495009	439	module	The pathname used for the main script of a worker has an unknown file extension.
Errors.legacy_node.js_error_codes.`err_zlib_binding_closed`	2495448	418	module	Used when an attempt is made to use a zlib object after it has already been closed.
Errors.openssl_error_codes.time_validity_errors	2495866	228	module	
Errors.openssl_error_codes.time_validity_errors.`cert_not_yet_valid`	2496094	407	module	The certificate is not yet valid: the notBefore date is after the current time.
Errors.openssl_error_codes.time_validity_errors.`cert_has_expired`	2496501	391	module	The certificate has expired: the notAfter date is before the current time.
Errors.openssl_error_codes.time_validity_errors.`crl_not_yet_valid`	2496892	370	module	The certificate revocation list (CRL) has a future issue date.
Errors.openssl_error_codes.time_validity_errors.`crl_has_expired`	2497262	340	module	The certificate revocation list (CRL) has expired.
Errors.openssl_error_codes.time_validity_errors.`cert_revoked`	2497602	389	module	The certificate has been revoked; it is on a certificate revocation list (CRL).
Errors.openssl_error_codes.trust_or_chain_related_errors	2497991	255	module	
Errors.openssl_error_codes.trust_or_chain_related_errors.`unable_to_get_issuer_cert`	2498246	488	module	The issuer certificate of a looked up certificate could not be found.
Errors.openssl_error_codes.trust_or_chain_related_errors.`unable_to_get_issuer_cert_locally`	2498734	464	module	The certificate’s issuer is not known.
Errors.openssl_error_codes.trust_or_chain_related_errors.`depth_zero_self_signed_cert`	2499198	517	module	The passed certificate is self-signed and the same certificate cannot be found in the list of trusted certificates.
Errors.openssl_error_codes.trust_or_chain_related_errors.`self_signed_cert_in_chain`	2499715	440	module	The certificate’s issuer is not known.
Errors.openssl_error_codes.trust_or_chain_related_errors.`cert_chain_too_long`	2500155	387	module	The certificate chain length is greater than the maximum depth.
Errors.openssl_error_codes.trust_or_chain_related_errors.`unable_to_get_crl`	2500542	367	module	The CRL reference by the certificate could not be found.
Errors.openssl_error_codes.trust_or_chain_related_errors.`unable_to_verify_leaf_signature`	2500909	511	module	No signatures could be verified because the chain contains only one certificate and it is not self signed.
Errors.openssl_error_codes.trust_or_chain_related_errors.`cert_untrusted`	2501420	422	module	The root certificate authority (CA) is not marked as trusted for the specified purpose.
Errors.openssl_error_codes.basic_extension_errors	2501842	234	module	
Errors.openssl_error_codes.basic_extension_errors.`invalid_ca`	2502076	370	module	A CA certificate is invalid.
Errors.openssl_error_codes.basic_extension_errors.`path_length_exceeded`	2502446	377	module	The basicConstraints pathlength parameter has been exceeded.
Errors.openssl_error_codes.name_related_errors	2502823	225	module	
Errors.openssl_error_codes.name_related_errors.`hostname_mismatch`	2503048	327	module	Certificate does not match provided name.
Errors.openssl_error_codes.usage_and_policy_errors	2503375	237	module	
Errors.openssl_error_codes.usage_and_policy_errors.`invalid_purpose`	2503612	375	module	The supplied certificate cannot be used for the specified purpose.
Errors.openssl_error_codes.usage_and_policy_errors.`cert_rejected`	2503987	345	module	The root CA is marked to reject the specified purpose.
Errors.openssl_error_codes.formatting_errors	2504332	219	module	
Errors.openssl_error_codes.formatting_errors.`cert_signature_failure`	2504551	346	module	The signature of the certificate is invalid.
Errors.openssl_error_codes.formatting_errors.`crl_signature_failure`	2504897	387	module	The signature of the certificate revocation list (CRL) is invalid.
Errors.openssl_error_codes.formatting_errors.`error_in_cert_not_before_field`	2505284	396	module	The certificate notBefore field contains an invalid time.
Errors.openssl_error_codes.formatting_errors.`error_in_cert_not_after_field`	2505680	391	module	The certificate notAfter field contains an invalid time.
Errors.openssl_error_codes.formatting_errors.`error_in_crl_last_update_field`	2506071	382	module	The CRL lastUpdate field contains an invalid time.
Errors.openssl_error_codes.formatting_errors.`error_in_crl_next_update_field`	2506453	382	module	The CRL nextUpdate field contains an invalid time.
Errors.openssl_error_codes.formatting_errors.`unable_to_decrypt_cert_signature`	2506835	541	module	The certificate signature could not be decrypted.
Errors.openssl_error_codes.formatting_errors.`unable_to_decrypt_crl_signature`	2507376	661	module	The certificate revocation list (CRL) signature could not be decrypted: this means that the actual signature value could not be determined rather than it not matching the expected value.
Errors.openssl_error_codes.formatting_errors.`unable_to_decode_issuer_public_key`	2508037	440	module	The public key in the certificate SubjectPublicKeyInfo could not be read.
Errors.openssl_error_codes.other_openssl_errors	2508477	228	module	
Errors.openssl_error_codes.other_openssl_errors.`out_of_mem`	2508705	337	module	An error occurred trying to allocate memory.
report.report_version.version_history	2509042	208	module	
report.report_version.version_history.version_5	2509250	1149	module	Replace the keys data_seg_size_kbytes, max_memory_size_kbytes, and virtual_memory_kbytes with data_seg_size_bytes, max_memory_size_bytes, and virtual_memory_bytes respectively in the userLimits sectio
report.report_version.version_history.version_4	2510399	1592	module	New fields ipv4 and ipv6 are added to tcp and udp libuv handles endpoints.
report.report_version.version_history.version_3	2511991	579	module	The following memory usage keys are added to the resourceUsage section.
report.report_version.version_history.version_2	2512570	308	module	Added Worker support.
report.report_version.version_history.version_1	2512878	308	module	This is the first version of the diagnostic report.
atob	2513186	221	method	Global alias for buffer.atob().
btoa	2513407	221	method	Global alias for buffer.btoa().
clearImmediate	2513628	300	method	clearImmediate is described in the timers section.
clearInterval	2513928	294	method	clearInterval is described in the timers section.
clearTimeout	2514222	288	method	clearTimeout is described in the timers section.
queueMicrotask	2514510	1246	method	The queueMicrotask() method queues a microtask to invoke callback.
require	2515756	277	method	This variable may appear to be global but is not.
setImmediate	2516033	294	method	setImmediate is described in the timers section.
setInterval	2516327	296	method	setInterval is described in the timers section.
setTimeout	2516623	291	method	setTimeout is described in the timers section.
structuredClone	2516914	272	method	The WHATWG structuredClone method.
Process.has	2517186	1085	method	Verifies that the process is able to access the given scope and reference.
Process.getReport	2518271	1105	method	Returns a JavaScript Object representation of a diagnostic report for the running process.
Process.writeReport	2519376	803	method	Writes a diagnostic report to a file.
Process.a_note_on_process_i/o	2520179	2199	module	process.stdout and process.stderr differ from other Node.js streams in important ways: They are used internally by console.log() and console.error(), respectively.
Process.avoiding_duplicate_warnings	2522378	1010	module	As a best practice, warnings should be emitted only once per process.
Process.a_note_on_process_memoryusage	2523388	732	module	On Linux or other systems where glibc is commonly used, an application may have sustained rss growth despite stable heapTotal due to fragmentation caused by the glibc malloc implementation.
AbortController.timeout	2524120	357	classMethod	Returns a new AbortSignal which will be aborted in delay milliseconds.
AbortController.any	2524477	484	classMethod	Returns a new AbortSignal which will be aborted if any of the provided signals are aborted.
AbortController.throwIfAborted	2524961	329	method	If abortSignal.aborted is true, throws abortSignal.reason.
assert.AssertionError	2525290	434	class	Extends: <errors.Error> Indicates the failure of an assertion.
assert.Assert	2525724	356	class	The Assert class allows creating independent assertion instances with custom options.
assert.CallTracker	2526080	406	class	This feature is deprecated and will be removed in a future version.
assert.calls	2526486	1006	method	The wrapper function is expected to be called exactly exact times.
